timepoint,genotype,embryo,total_cells,cell_type,cells
36,zc4h2,GAP16.36.36h_zc4h2_P2_F2,17,trigeminal ganglion,2
36,zc4h2,GAP16.36.36h_zc4h2_P2_F2,17,rohon-beard neuron,2
36,zc4h2,GAP16.36.36h_zc4h2_P2_F2,17,unknown sensory ganglion,0
36,zc4h2,GAP16.36.36h_zc4h2_P2_G2,28,cranial ganglion progenitor,11
36,zc4h2,GAP16.36.36h_zc4h2_P2_G2,28,epibranchial ganglion,4
36,zc4h2,GAP16.36.36h_zc4h2_P2_G2,28,lateral line ganglion,2
36,zc4h2,GAP16.36.36h_zc4h2_P2_G2,28,statoacoustic ganglion,3
36,zc4h2,GAP16.36.36h_zc4h2_P2_G2,28,trigeminal ganglion,5
36,zc4h2,GAP16.36.36h_zc4h2_P2_G2,28,rohon-beard neuron,3
36,zc4h2,GAP16.36.36h_zc4h2_P2_G2,28,unknown sensory ganglion,0
36,zc4h2,GAP16.36.36h_zc4h2_P2_H2,27,cranial ganglion progenitor,7
36,zc4h2,GAP16.36.36h_zc4h2_P2_H2,27,epibranchial ganglion,2
36,zc4h2,GAP16.36.36h_zc4h2_P2_H2,27,lateral line ganglion,4
36,zc4h2,GAP16.36.36h_zc4h2_P2_H2,27,statoacoustic ganglion,3
36,zc4h2,GAP16.36.36h_zc4h2_P2_H2,27,trigeminal ganglion,4
36,zc4h2,GAP16.36.36h_zc4h2_P2_H2,27,rohon-beard neuron,3
36,zc4h2,GAP16.36.36h_zc4h2_P2_H2,27,unknown sensory ganglion,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_A2,42,cranial ganglion progenitor,3
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_A2,42,epibranchial ganglion,13
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_A2,42,lateral line ganglion,14
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_A2,42,rohon-beard neuron,1
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_A2,42,statoacoustic ganglion,11
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_A2,42,trigeminal ganglion,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_A2,42,unknown sensory ganglion,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_B2,20,cranial ganglion progenitor,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_B2,20,epibranchial ganglion,3
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_B2,20,lateral line ganglion,1
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_B2,20,rohon-beard neuron,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_B2,20,statoacoustic ganglion,3
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_B2,20,trigeminal ganglion,2
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_B2,20,unknown sensory ganglion,3
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_C2,37,cranial ganglion progenitor,6
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_C2,37,epibranchial ganglion,9
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_C2,37,lateral line ganglion,6
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_C2,37,rohon-beard neuron,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_C2,37,statoacoustic ganglion,11
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_C2,37,trigeminal ganglion,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_C2,37,unknown sensory ganglion,1
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_D2,41,cranial ganglion progenitor,9
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_D2,41,epibranchial ganglion,10
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_D2,41,lateral line ganglion,3
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_D2,41,rohon-beard neuron,1
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_D2,41,statoacoustic ganglion,11
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_D2,41,trigeminal ganglion,7
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_D2,41,unknown sensory ganglion,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_E2,23,cranial ganglion progenitor,9
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_E2,23,epibranchial ganglion,2
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_E2,23,lateral line ganglion,2
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_E2,23,rohon-beard neuron,1
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_E2,23,statoacoustic ganglion,5
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_E2,23,trigeminal ganglion,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_E2,23,unknown sensory ganglion,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_F2,30,cranial ganglion progenitor,6
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_F2,30,epibranchial ganglion,8
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_F2,30,lateral line ganglion,3
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_F2,30,rohon-beard neuron,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_F2,30,statoacoustic ganglion,7
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_F2,30,trigeminal ganglion,6
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_F2,30,unknown sensory ganglion,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_G2,28,cranial ganglion progenitor,8
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_G2,28,epibranchial ganglion,8
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_G2,28,lateral line ganglion,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_G2,28,rohon-beard neuron,2
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_G2,28,statoacoustic ganglion,2
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_G2,28,trigeminal ganglion,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_G2,28,unknown sensory ganglion,0
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_H2,31,cranial ganglion progenitor,10
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_H2,31,epibranchial ganglion,5
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_H2,31,lateral line ganglion,4
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_H2,31,rohon-beard neuron,2
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_H2,31,statoacoustic ganglion,8
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_H2,31,trigeminal ganglion,2
48,ctrl-hgfa,GAP16.48.48h_ctrl-hgfa_P16_H2,31,unknown sensory ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_A2,32,cranial ganglion progenitor,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_A2,32,epibranchial ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_A2,32,lateral line ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_A2,32,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_A2,32,statoacoustic ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_A2,32,trigeminal ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_A2,32,unknown sensory ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_B2,44,cranial ganglion progenitor,13
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_B2,44,epibranchial ganglion,7
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_B2,44,lateral line ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_B2,44,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_B2,44,statoacoustic ganglion,13
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_B2,44,trigeminal ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_B2,44,unknown sensory ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_C2,28,cranial ganglion progenitor,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_C2,28,epibranchial ganglion,10
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_C2,28,lateral line ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_C2,28,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_C2,28,statoacoustic ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_C2,28,trigeminal ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_C2,28,unknown sensory ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_D2,21,cranial ganglion progenitor,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_D2,21,epibranchial ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_D2,21,lateral line ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_D2,21,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_D2,21,statoacoustic ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_D2,21,trigeminal ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P10_D2,21,unknown sensory ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_A9,38,cranial ganglion progenitor,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_A9,38,epibranchial ganglion,10
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_A9,38,lateral line ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_A9,38,rohon-beard neuron,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_A9,38,statoacoustic ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_A9,38,trigeminal ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_A9,38,unknown sensory ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_B9,31,cranial ganglion progenitor,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_B9,31,epibranchial ganglion,7
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_B9,31,lateral line ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_B9,31,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_B9,31,statoacoustic ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_B9,31,trigeminal ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_B9,31,unknown sensory ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_C9,38,cranial ganglion progenitor,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_C9,38,epibranchial ganglion,14
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_C9,38,lateral line ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_C9,38,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_C9,38,statoacoustic ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_C9,38,trigeminal ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_C9,38,unknown sensory ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_D9,44,cranial ganglion progenitor,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_D9,44,epibranchial ganglion,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_D9,44,lateral line ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_D9,44,rohon-beard neuron,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_D9,44,statoacoustic ganglion,7
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_D9,44,trigeminal ganglion,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P16_D9,44,unknown sensory ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_A8,36,cranial ganglion progenitor,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_A8,36,epibranchial ganglion,13
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_A8,36,lateral line ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_A8,36,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_A8,36,statoacoustic ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_A8,36,trigeminal ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_A8,36,unknown sensory ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_B8,49,cranial ganglion progenitor,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_B8,49,epibranchial ganglion,18
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_B8,49,lateral line ganglion,7
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_B8,49,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_B8,49,statoacoustic ganglion,13
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_B8,49,trigeminal ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_B8,49,unknown sensory ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_C8,55,cranial ganglion progenitor,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_C8,55,epibranchial ganglion,13
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_C8,55,lateral line ganglion,10
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_C8,55,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_C8,55,statoacoustic ganglion,22
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_C8,55,trigeminal ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_C8,55,unknown sensory ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_D8,32,cranial ganglion progenitor,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_D8,32,epibranchial ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_D8,32,lateral line ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_D8,32,rohon-beard neuron,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_D8,32,statoacoustic ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_D8,32,trigeminal ganglion,7
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P2_D8,32,unknown sensory ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_A3,41,cranial ganglion progenitor,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_A3,41,epibranchial ganglion,13
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_A3,41,lateral line ganglion,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_A3,41,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_A3,41,statoacoustic ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_A3,41,trigeminal ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_A3,41,unknown sensory ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_B3,59,cranial ganglion progenitor,10
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_B3,59,epibranchial ganglion,18
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_B3,59,lateral line ganglion,10
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_B3,59,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_B3,59,statoacoustic ganglion,12
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_B3,59,trigeminal ganglion,7
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_B3,59,unknown sensory ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_C3,16,cranial ganglion progenitor,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_C3,16,epibranchial ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_C3,16,lateral line ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_C3,16,rohon-beard neuron,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_C3,16,statoacoustic ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_C3,16,trigeminal ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_C3,16,unknown sensory ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_D3,38,cranial ganglion progenitor,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_D3,38,epibranchial ganglion,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_D3,38,lateral line ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_D3,38,rohon-beard neuron,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_D3,38,statoacoustic ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_D3,38,trigeminal ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_D3,38,unknown sensory ganglion,1
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_E3,39,cranial ganglion progenitor,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_E3,39,epibranchial ganglion,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_E3,39,lateral line ganglion,14
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_E3,39,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_E3,39,statoacoustic ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_E3,39,trigeminal ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_E3,39,unknown sensory ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_F3,43,cranial ganglion progenitor,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_F3,43,epibranchial ganglion,14
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_F3,43,lateral line ganglion,11
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_F3,43,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_F3,43,statoacoustic ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_F3,43,trigeminal ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_F3,43,unknown sensory ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_G3,26,cranial ganglion progenitor,11
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_G3,26,epibranchial ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_G3,26,lateral line ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_G3,26,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_G3,26,statoacoustic ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_G3,26,trigeminal ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_G3,26,unknown sensory ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_H3,31,cranial ganglion progenitor,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_H3,31,epibranchial ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_H3,31,lateral line ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_H3,31,rohon-beard neuron,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_H3,31,statoacoustic ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_H3,31,trigeminal ganglion,4
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P3_H3,31,unknown sensory ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_A3,37,cranial ganglion progenitor,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_A3,37,epibranchial ganglion,11
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_A3,37,lateral line ganglion,16
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_A3,37,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_A3,37,statoacoustic ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_A3,37,trigeminal ganglion,2
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_A3,37,unknown sensory ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_B3,18,cranial ganglion progenitor,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_B3,18,epibranchial ganglion,9
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_B3,18,lateral line ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_B3,18,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_B3,18,statoacoustic ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_B3,18,trigeminal ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_B3,18,unknown sensory ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_C3,57,cranial ganglion progenitor,14
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_C3,57,epibranchial ganglion,10
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_C3,57,lateral line ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_C3,57,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_C3,57,statoacoustic ganglion,30
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_C3,57,trigeminal ganglion,3
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_C3,57,unknown sensory ganglion,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_D3,53,cranial ganglion progenitor,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_D3,53,epibranchial ganglion,5
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_D3,53,lateral line ganglion,6
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_D3,53,rohon-beard neuron,0
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_D3,53,statoacoustic ganglion,29
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_D3,53,trigeminal ganglion,8
48,ctrl-inj,GAP16.48.48h_ctrl-inj_P7_D3,53,unknown sensory ganglion,0
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_E3,16,cranial ganglion progenitor,1
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_E3,16,epibranchial ganglion,4
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_E3,16,lateral line ganglion,4
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_E3,16,rohon-beard neuron,0
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_E3,16,statoacoustic ganglion,0
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_E3,16,trigeminal ganglion,6
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_E3,16,unknown sensory ganglion,1
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_F3,64,cranial ganglion progenitor,10
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_F3,64,epibranchial ganglion,7
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_F3,64,lateral line ganglion,9
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_F3,64,rohon-beard neuron,0
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_F3,64,statoacoustic ganglion,22
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_F3,64,trigeminal ganglion,15
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_F3,64,unknown sensory ganglion,1
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_G3,30,cranial ganglion progenitor,6
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_G3,30,epibranchial ganglion,6
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_G3,30,lateral line ganglion,14
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_G3,30,rohon-beard neuron,0
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_G3,30,statoacoustic ganglion,4
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_G3,30,trigeminal ganglion,0
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_G3,30,unknown sensory ganglion,0
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_H3,42,cranial ganglion progenitor,9
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_H3,42,epibranchial ganglion,9
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_H3,42,lateral line ganglion,7
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_H3,42,rohon-beard neuron,7
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_H3,42,statoacoustic ganglion,2
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_H3,42,trigeminal ganglion,7
48,ctrl-mafba,GAP16.48.48h_ctrl-mafba_P7_H3,42,unknown sensory ganglion,1
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_E2,40,cranial ganglion progenitor,7
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_E2,40,epibranchial ganglion,12
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_E2,40,lateral line ganglion,10
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_E2,40,rohon-beard neuron,1
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_E2,40,statoacoustic ganglion,7
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_E2,40,trigeminal ganglion,2
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_E2,40,unknown sensory ganglion,1
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_F2,51,cranial ganglion progenitor,11
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_F2,51,epibranchial ganglion,17
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_F2,51,lateral line ganglion,9
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_F2,51,rohon-beard neuron,0
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_F2,51,statoacoustic ganglion,9
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_F2,51,trigeminal ganglion,4
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_F2,51,unknown sensory ganglion,1
48,ctrl-met,GAP16.48.48h_ctrl-met_P10_G2,26,cranial ganglion progenitor,8
